time,beach.x,presence,bluebottles,crt_salt,crt_temp,crt_u,crt_v,wnd_sfcWindspeed,wnd_uas,wnd_vas,wave_hs,wave_t01,wave_fp,wave_sin_dir,wave_cos_dir,wave_dir,wnd_dir
2016-03-13,0,0,0,35.68087,23.59584,-0.237434,-0.31678212,4.4375,-2.07421875,-3.6943359375,1.303,6.5020823,0.10758334,0.9973852,0.019900547,88.85694,209.3124314424892
2016-03-14,0,0,0,35.706047,24.802094,-0.20996734,-0.245674,6.318359375,-0.5419921875,5.7197265625,1.3773335,6.3333325,0.112166695,0.9336291,-0.18408687,101.15413,354.58690616455647
2016-03-15,0,0,0,35.706047,24.545273,-0.12451552,-0.12329478,8.03125,-2.3046875,7.5341796875,1.7168335,6.2691665,0.106875,0.7836452,-0.5811013,126.55827,342.9912540907066
2016-03-16,0,0,0,35.699333,24.358505,-0.1944029,-0.22003846,5.056640625,-2.70703125,3.7373046875,2.066,7.1687503,0.11062497,0.6827204,-0.7292792,136.88857,324.0831655324031
2016-03-17,0,0,0,35.75808,24.233978,-0.20905179,-0.2725303,5.87890625,-1.9482421875,-4.8232421875,1.7970003,7.214167,0.10950003,0.853314,-0.5148924,121.10691,201.99515776695029
2016-03-18,0,0,0,35.764793,23.88379,-0.067445904,-0.100405894,8.38671875,6.0654296875,-0.28515625,1.2854167,6.692082,0.11362498,0.9251916,-0.29257584,107.54866,92.69168536543611
2016-03-21,0,0,0,35.76647,23.790405,-0.006408887,0.010376293,7.904296875,0.5,7.7783203125,2.174167,7.0695825,0.09416667,0.46359107,-0.88550377,152.36642,3.677982870559276
2016-03-22,0,0,0,35.76815,23.549149,0.12756737,0.1638844,7.568359375,2.3994140625,6.8828125,2.0747502,6.7537503,0.11741665,0.47186407,-0.8777392,151.73796,19.219041932137657
2016-03-23,0,0,0,35.737938,24.08612,-0.14374217,-0.16632588,2.529296875,0.4990234375,-0.40234375,1.6738334,7.9374995,0.098625,0.83736134,-0.52782005,122.224754,128.87792104112123
2016-03-24,0,0,0,35.7564,24.195068,-0.2047792,-0.26917326,4.03125,-1.65234375,-2.9130859375,1.4288335,8.660416,0.087749995,0.9524862,-0.30168474,107.57476,209.5625234694577
2016-03-25,0,0,0,35.764793,24.101685,-0.18768883,-0.22400586,3.38671875,-0.1162109375,1.578125,1.3762501,8.242917,0.08970835,0.9231902,-0.34941533,110.730995,355.7884198748113
2016-03-26,0,0,0,35.72283,24.560837,-0.2804651,-0.34028137,2.69921875,-1.8857421875,-0.3955078125,1.3479166,7.3775005,0.09191668,0.8090474,-0.57376117,125.343544,258.15471498729755
2016-03-27,0,0,0,35.707726,24.65422,-0.22247994,-0.26490065,4.1484375,-3.953125,-0.2001953125,1.18825,7.5958323,0.09300002,0.8092861,-0.5671281,125.021835,267.10088707811985
2016-03-29,0,0,0,35.669117,24.389633,-0.33875546,-0.41016877,5.50390625,2.5849609375,4.12890625,1.21325,6.9320836,0.096833326,0.7474501,-0.6626707,131.55939,32.04921430649409
2016-03-30,0,0,0,35.652332,24.304031,-0.2395703,-0.29328287,5.0234375,4.0556640625,2.0908203125,1.22075,6.865833,0.10433333,0.6262998,-0.7311557,139.41699,62.72749405713717
2016-03-31,0,0,0,35.650654,24.109467,-0.20538957,-0.24445327,4.001953125,0.8857421875,2.59765625,1.9915832,7.417916,0.10808334,0.24655938,-0.96614283,165.6837,18.82821850486817
2016-04-01,0,0,0,35.670795,24.350723,-0.20050661,-0.2642903,5.60546875,-0.7705078125,-4.6875,1.0499166,6.0870833,0.12954167,0.6404973,-0.70446473,137.72298,189.3345208231743
2016-04-02,0,0,0,35.677513,24.218414,-0.12848292,-0.15015107,5.01953125,-0.6943359375,3.4091796875,0.83008343,5.5591664,0.15895835,0.7952674,-0.42703137,118.23427,348.4882116018548
2016-04-03,0,0,0,35.675835,24.031647,-0.12878811,-0.14557329,3.53125,-2.6845703125,1.18359375,1.2567502,5.8199997,0.12641667,0.4607503,-0.87512374,152.2333,293.79208734791246
2016-04-04,0,0,1,35.684227,23.821533,-0.11902219,-0.1513718,4.7109375,-1.6533203125,-3.1591796875,1.16625,5.6566663,0.14099999,0.82887536,-0.42683598,117.24656,207.6247934410869
2016-04-05,0,0,0,35.69262,23.588058,-0.20416883,-0.27130955,8.17578125,-2.5419921875,-7.5703125,1.2514167,5.6108327,0.149,0.94885033,0.27791524,73.67486,198.56124350341656
2016-04-06,0,0,0,35.697655,23.331253,-0.105288856,-0.13489181,8.568359375,-0.9765625,1.08203125,1.4071668,5.853333,0.13733335,0.84335065,0.08850319,84.00917,317.9328930427007
2016-04-07,0,0,0,35.719475,23.043304,-0.065309614,-0.0695822,3.98828125,-0.9873046875,3.0927734375,1.6515001,6.3925,0.122958325,0.44995436,-0.8840203,153.02452,342.2953801950846
2016-04-08,0,0,0,35.72283,22.926575,-0.11627552,-0.14557329,3.779296875,1.28125,0.7265625,1.0378335,6.7887497,0.10295833,0.6368075,-0.7695408,140.3917,60.44359098218763
2016-04-09,0,0,0,35.729546,22.856537,-0.11078219,-0.12726219,3.00390625,1.0322265625,1.203125,0.8570833,7.050417,0.10737502,0.8311413,-0.54645276,123.32383,40.628093417378125
2016-04-10,0,0,1,35.776543,22.630844,-0.006103702,-0.010681478,4.626953125,2.4970703125,0.0,0.7495835,7.1262493,0.108250014,0.961533,-0.25985542,105.122986,90.0
2016-04-11,0,0,0,35.783257,22.490768,0.12146367,0.1596118,5.63671875,-1.6201171875,4.6982421875,1.1516668,6.37625,0.09437501,0.4190906,-0.8892072,154.7651,340.97402693823983
2016-04-12,0,0,0,35.781578,22.304,0.13458663,0.17151402,5.310546875,-1.7724609375,4.98046875,1.4922501,6.9637504,0.10670834,0.16863067,-0.9856673,170.29166,340.4102532082572
2016-04-14,0,0,0,35.793327,22.023834,0.0042725913,-0.0012207404,3.58984375,-1.1875,-2.4755859375,0.9941668,6.1108327,0.08025,0.72138596,-0.6662526,132.72473,205.62630838096223
2016-04-15,0,0,0,35.796684,21.93045,-0.055543687,-0.08362071,5.767578125,-1.3818359375,-5.3642578125,0.97166675,5.9270835,0.13029166,0.9389109,-0.28038666,106.62718,194.44536958727693
2016-04-16,0,0,0,35.798363,21.914886,-0.0839259,-0.110477,4.943359375,-0.5380859375,1.0361328125,1.0946667,6.889999,0.11362501,0.99254054,-0.11659367,96.69983,332.55618235891313
2016-04-17,0,0,0,35.781578,21.805939,0.020447401,0.03662221,6.888671875,1.3984375,6.4443359375,1.4234166,6.7941666,0.10637501,0.7652193,-0.6209216,129.0569,12.24350460342174
2016-04-18,0,0,0,35.77822,21.720322,0.025330363,0.04242073,4.771484375,0.59375,4.4208984375,1.3864168,6.6820836,0.12362503,0.69588655,-0.7172509,135.86615,7.649352072149213
2016-04-19,0,0,0,35.781578,21.829285,-0.010986663,0.0073244423,2.462890625,0.31640625,1.7822265625,1.06075,6.8808327,0.11741665,0.7604003,-0.64240503,130.19196,10.067071592970136
2016-04-20,0,0,0,35.7799,21.860413,-0.049745172,-0.053102206,2.62109375,-0.6005859375,-0.875,0.90683335,6.744166,0.11704168,0.94830465,-0.2980046,107.44532,214.4650780184008
2016-04-21,0,0,0,35.781578,21.883759,-0.08636738,-0.12787256,4.15234375,-0.0732421875,-2.7099609375,0.8695,6.6091666,0.116208345,0.9974924,0.009233195,89.46966,181.548157698978
2016-04-22,0,0,1,35.806755,21.782593,0.08209479,0.12115848,10.376953125,1.828125,10.0576171875,1.6693335,5.78375,0.13458334,0.5780029,-0.69766426,140.35883,10.301909052167504
2016-04-23,0,0,1,35.805077,21.463516,0.19837031,0.26306954,9.7265625,-1.4638671875,9.37109375,2.4227502,6.592083,0.121375,0.48083976,-0.8573935,150.7156,351.1215265503124
2016-04-24,0,0,1,35.808434,21.300095,0.067751095,0.0921659,4.30859375,-2.2021484375,3.0537109375,1.8699168,6.8570824,0.10875001,0.8279939,-0.55735016,123.94579,324.2031764981661
2016-04-25,0,0,0,35.820183,21.198914,-0.03295999,-0.034485914,2.35546875,-0.40234375,0.4345703125,1.5596666,7.255417,0.10400001,0.9230308,-0.37769166,112.25371,317.2051657521523
2016-04-26,0,0,0,35.816826,21.230042,-0.07660146,-0.09430219,3.173828125,-0.4580078125,-1.265625,1.3340001,7.044584,0.107625,0.9849622,-0.15754063,99.08725,199.89431447248631
2016-04-28,0,0,0,35.865505,21.307877,-0.11413923,-0.15198217,4.59765625,-0.9970703125,-4.2509765625,1.1746669,6.6300006,0.11925001,0.9848718,0.16945247,80.23753,193.20016303035555
2016-04-29,0,0,0,35.87054,21.40126,-0.11169775,-0.14923552,4.79296875,-1.1787109375,-4.1962890625,1.2513334,6.472084,0.126,0.96483916,0.2611589,74.85432,195.68971520407848
2016-04-30,0,0,0,35.868862,21.393478,0.030823695,0.01678518,4.849609375,0.2919921875,-4.6611328125,1.1015834,6.936667,0.12795834,0.9545811,0.29655823,72.74163,176.4154449620014
2016-05-01,0,0,0,35.83697,21.058838,0.13641773,0.15045625,6.212890625,3.65234375,-1.09375,0.9184167,6.792917,0.122625016,0.9616978,0.20554245,77.93576,106.67113050734258
2016-05-02,0,0,0,35.82186,20.79425,0.11169775,0.13275552,2.837890625,1.2373046875,-0.8583984375,0.88549995,7.944584,0.09854168,0.8977158,-0.4157648,114.85057,124.75155162262098
2016-05-04,0,0,1,35.82858,20.45961,0.122684404,0.15076144,3.083984375,1.89453125,1.3515625,0.7556667,7.7516656,0.11750001,0.8476829,-0.31582224,110.433945,54.49586119708056
2016-05-05,0,0,0,35.808434,20.397354,0.135197,0.16693625,3.314453125,0.2783203125,-2.3271484375,0.88808346,7.2700005,0.109291665,0.9721362,-0.17573698,100.24692,173.1799818188107
2016-05-06,0,0,0,35.796684,20.366226,0.04364147,0.06042665,2.294921875,-0.0478515625,-1.67578125,0.8641668,8.379167,0.100166686,0.98709613,0.15553872,81.04542,181.6356238436013
2016-05-07,0,0,0,35.77822,20.57634,-0.051881466,-0.06836146,2.873046875,-0.6162109375,-2.3720703125,0.99641675,8.3775,0.097875,0.97880316,0.20440806,78.20418,194.56228445697224
2016-05-08,0,0,0,35.773186,20.521866,-0.051271096,-0.07293924,3.0234375,0.3974609375,-1.8251953125,1.2065,7.1975007,0.09666667,0.96873194,0.2473759,75.67505,167.71486439494493
2016-05-09,0,0,0,35.764793,20.405136,-0.121768855,-0.17303994,7.505859375,1.21484375,-7.0224609375,1.4043332,7.0916657,0.10183334,0.94143564,0.33398366,70.467354,170.1853112543298
2016-05-10,0,0,0,35.76647,20.140533,0.07599109,0.07843257,7.6796875,6.9189453125,0.1015625,1.0339168,6.7295833,0.098166674,0.8385231,-0.025766097,91.760025,89.15902143310603
2016-05-11,0,0,0,35.784935,19.93042,0.15106662,0.17029329,5.5546875,4.7578125,-1.0576171875,1.1011666,8.588333,0.091416664,0.29753312,-0.9523714,162.65051,102.532543253514
2016-05-13,0,0,0,35.8034,20.101624,0.18677327,0.22888882,4.41796875,3.98046875,-0.3837890625,1.0236669,9.237916,0.08516667,0.089730255,-0.99560666,174.85007,95.50732366229175
2016-05-14,0,0,0,35.810112,20.031586,0.106509596,0.124210335,4.421875,1.2490234375,-3.5380859375,0.7979167,7.785,0.10216666,0.2322133,-0.96917725,166.52603,160.55582918832465
2016-05-15,0,0,0,35.816826,19.883728,0.08270516,0.09674367,3.123046875,2.2607421875,-0.0068359375,0.62875,8.447499,0.099083334,0.2809443,-0.95882916,163.669,90.17324804935384
2016-05-16,0,0,0,35.76983,20.366226,0.013122959,0.012817774,4.625,0.4677734375,-3.8779296875,1.28375,7.4183345,0.09508333,0.2180353,-0.974799,167.39206,173.12195434691057
2016-05-17,0,0,0,35.77822,20.319534,0.10254219,0.12115848,4.544921875,3.6396484375,1.1328125,0.84975004,7.5454164,0.10945835,0.20492838,-0.9761133,168.14334,72.71164937005892
2016-05-18,0,0,0,35.78997,20.195007,0.07843257,0.09430219,5.70703125,4.82421875,0.0576171875,0.9321668,6.445417,0.116875,0.21989113,-0.9737776,167.27531,89.31573071404955
2016-05-19,0,0,0,35.82522,20.358444,0.14801477,0.17212439,5.333984375,4.927734375,1.0341796875,0.7385833,7.5929165,0.101,0.2645994,-0.9636063,164.64543,78.14739863435881
2016-05-20,0,0,0,35.833614,20.4207,0.09063997,0.11383404,3.43359375,0.4072265625,2.0283203125,1.7870833,8.975416,0.08245833,0.19133568,-0.9812861,168.96663,11.352365926371704
2016-05-21,0,0,0,35.831936,20.545212,0.0756859,0.09460738,2.49609375,0.1171875,-1.5771484375,1.7851666,8.738332,0.09004167,0.24418695,-0.96888804,165.85445,175.75053739879274
2016-05-22,0,0,0,35.79165,20.848724,-0.106509596,-0.14007996,4.130859375,0.3291015625,-3.7412109375,1.3936667,8.033751,0.097833335,0.49367544,-0.8612902,150.17947,174.97282605904638
2016-05-26,0,0,0,35.80004,20.249496,-0.06897183,-0.09887997,7.224609375,5.3603515625,-2.2470703125,1.1635002,7.9920826,0.10237502,0.19129984,-0.97838575,168.93675,112.74353057197038
